B21DCCN001,Nguyễn Đức An,,8.0,,8.0,8.4,B+
B21DCCN001,Nguyễn Đức An,,9.0,,8.0,8.3,B+
B21DCCN001,Nguyễn Đức An,7.0,8.0,,9.0,8.7,A
B21DCCN001,Nguyễn Đức An,,6.0,6.0,5.0,5.7,C
B21DCCN001,Nguyễn Đức An,,8.5,7.0,3.0,4.5,D
B21DCCN001,Nguyễn Đức An,,9.0,6.5,5.5,6.3,C
